gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,countrycode,locality,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue
30944102,835727b6-f762-11e1-a439-00145eb45e9a,30944102,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria supina,,SPECIES,Linaria supina (L.) Desf.,ES,GIRONA, a Montilivi, erm,32498aba-d8d4-4202-ae39-d795577cdc4a,41.968571,2.835807,,,,,,,1995-03-02T00:00:00Z,2,3,1995,8233535,8233535,HUMAN_OBSERVATION,HGI,S,8370,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:12:23.731Z
30944101,835727b6-f762-11e1-a439-00145eb45e9a,30944101,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erophila,,,GENUS,Erophila DC.,ES,GIRONA, a la Muntanya de Montilivi, pradells terofítics,32498aba-d8d4-4202-ae39-d795577cdc4a,41.968571,2.835807,,,,,,,1995-03-02T00:00:00Z,2,3,1995,7292396,,HUMAN_OBSERVATION,HGI,S,8366,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:10:57.209Z
30944100,835727b6-f762-11e1-a439-00145eb45e9a,30944100,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria arvensis,,SPECIES,Linaria arvensis Desf.,ES,CANTALLOPS, a la Verneda, erms,32498aba-d8d4-4202-ae39-d795577cdc4a,42.400963,2.919742,,,,,,,1995-02-22T00:00:00Z,22,2,1995,5562956,5562956,HUMAN_OBSERVATION,HGI,S,8306,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:12:23.758Z
30944099,835727b6-f762-11e1-a439-00145eb45e9a,30944099,Plantae,Tracheophyta,Lycopodiopsida,Isoetales,Isoetaceae,Isoetes,Isoetes duriei,,SPECIES,Isoetes duriei Bory,ES,SANT CLIMENT SESCEBES, marges del prat del serrat de les Garrigues,32498aba-d8d4-4202-ae39-d795577cdc4a,42.373962,2.956215,,,,,,,1994-10-18T00:00:00Z,18,10,1994,7779542,7779542,HUMAN_OBSERVATION,HGI,S,8010,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:12:02.793Z,
30944098,835727b6-f762-11e1-a439-00145eb45e9a,30944098,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris filix-mas,,SPECIES,Dryopteris filix-mas (L.) Schott.,ES,LLAGOSTERA,32498aba-d8d4-4202-ae39-d795577cdc4a,41.779518,2.920522,,,,,,,1984-07-12T00:00:00Z,12,7,1984,5275132,5275132,HUMAN_OBSERVATION,HGI,S,7992,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:10:41.683Z,,GEODETIC_DATUM_ASSUMED_WGS84
30944097,835727b6-f762-11e1-a439-00145eb45e9a,30944097,Plantae,Tracheophyta,Equisetopsida,Equisetales,Equisetaceae,Equisetum,Equisetum moorei,,SPECIES,Equisetum moorei Newman,ES,LLAGOSTERA, a la font de la Taverna de Baix,32498aba-d8d4-4202-ae39-d795577cdc4a,41.779518,2.920522,,,,,,,1984-09-21T00:00:00Z,21,9,1984,4000302,4000302,HUMAN_OBSERVATION,HGI,S,7989,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:10:51.558Z,
30944096,835727b6-f762-11e1-a439-00145eb45e9a,30944096,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris filix-mas,,SPECIES,Dryopteris filix-mas (L.) Schott.,ES,LLAGOSTERA,32498aba-d8d4-4202-ae39-d795577cdc4a,41.779518,2.920522,,,,,,,1984-09-21T00:00:00Z,21,9,1984,5275132,5275132,HUMAN_OBSERVATION,HGI,S,7945,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:10:41.683Z,,GEODETIC_DATUM_ASSUMED_WGS84
30944095,835727b6-f762-11e1-a439-00145eb45e9a,30944095,Plantae,Tracheophyta,Equisetopsida,Equisetales,Equisetaceae,Equisetum,Equisetum telmateia,,SPECIES,Equisetum telmateia Ehrh.,ES,SANTA CRISTINA D'ARO, a Sant Baldiri,32498aba-d8d4-4202-ae39-d795577cdc4a,41.779537,2.956621,,,,,,,1984-06-28T00:00:00Z,28,6,1984,2687943,2687943,HUMAN_OBSERVATION,HGI,S,7937,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:10:51.567Z,
30944094,835727b6-f762-11e1-a439-00145eb45e9a,30944094,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus latifolius,,SPECIES,Lathyrus latifolius L.,ES,LLAGOSTERA,32498aba-d8d4-4202-ae39-d795577cdc4a,41.824562,2.932508,,,,,,,1984-07-17T00:00:00Z,17,7,1984,5356517,5356517,HUMAN_OBSERVATION,HGI,S,7836,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:15.192Z,,GEODETIC_DATUM_ASSUMED_WGS84
30944093,835727b6-f762-11e1-a439-00145eb45e9a,30944093,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,,,GENUS,Helianthemum Mill.,ES,LLAGOSTERA, bosc cremat,32498aba-d8d4-4202-ae39-d795577cdc4a,41.797523,2.908463,,,,,,,1984-09-04T00:00:00Z,4,9,1984,2874068,,HUMAN_OBSERVATION,HGI,S,7808,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:11:41.436Z,
30944092,835727b6-f762-11e1-a439-00145eb45e9a,30944092,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Tuberaria,Tuberaria guttata,,SPECIES,Helianthemum guttatum (L.) Miller,ES,SANTA CRISTINA D'ARO, bosc cremat a Sant Baldiri,32498aba-d8d4-4202-ae39-d795577cdc4a,41.779537,2.956621,,,,,,,,,,,2874025,2874024,HUMAN_OBSERVATION,HGI,S,7807,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:11:41.419Z,
30944091,835727b6-f762-11e1-a439-00145eb45e9a,30944091,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista linifolia,linifolia,SUBSPECIES,Genista linifolia subsp. linifolia,ES,SANTA CRISTINA D'ARO, surera de Sant Baldiri,32498aba-d8d4-4202-ae39-d795577cdc4a,41.779537,2.956621,,,,,,,,,,,7301281,5347599,HUMAN_OBSERVATION,HGI,S,7798,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:11:26.949Z,
30944090,835727b6-f762-11e1-a439-00145eb45e9a,30944090,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,communis,VARIETY,Juniperus communis var. communis,ES,LLAGOSTERA, a Can Moné,32498aba-d8d4-4202-ae39-d795577cdc4a,41.806538,2.920489,,,,,,,1984-07-22T00:00:00Z,22,7,1984,7230662,2684709,HUMAN_OBSERVATION,HGI,S,7751,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:05.313Z,
30944089,835727b6-f762-11e1-a439-00145eb45e9a,30944089,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus linifolius,,SPECIES,Lathyrus linifolius (Reichard) Bässler,ES,LLAGOSTERA, al Ridaura,32498aba-d8d4-4202-ae39-d795577cdc4a,41.797531,2.9205,,,,,,,1986-05-15T00:00:00Z,15,5,1986,5356393,5356393,HUMAN_OBSERVATION,HGI,S,7749,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:15.143Z,
30944088,835727b6-f762-11e1-a439-00145eb45e9a,30944088,Animalia,Chordata,Aves,,,Linaria,,,GENUS,Linaria Bartram,1792,ES,LLAGOSTERA, camp de conreu de Sant Llorenç,32498aba-d8d4-4202-ae39-d795577cdc4a,41.80653,2.90845,,,,,,,1984-11-02T00:00:00Z,2,11,1984,3241900,,HUMAN_OBSERVATION,HGI,S,7744,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:23.750Z
30944087,835727b6-f762-11e1-a439-00145eb45e9a,30944087,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus annuus,,SPECIES,Lathyrus annuus L.,ES,LLAGOSTERA, al Ridaura,32498aba-d8d4-4202-ae39-d795577cdc4a,41.797539,2.932536,,,,,,,1986-05-15T00:00:00Z,15,5,1986,5356361,5356361,HUMAN_OBSERVATION,HGI,S,7743,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:15.106Z,
30944086,835727b6-f762-11e1-a439-00145eb45e9a,30944086,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus latifolius,,SPECIES,Lathyrus latifolius L.,ES,LLAGOSTERA, alzinar a la ctra de Tossa,32498aba-d8d4-4202-ae39-d795577cdc4a,41.775024,2.938576,,,,,,,1984-06-13T00:00:00Z,13,6,1984,5356517,5356517,HUMAN_OBSERVATION,HGI,S,7735,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:15.154Z,
30944085,835727b6-f762-11e1-a439-00145eb45e9a,30944085,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus pratensis,,SPECIES,Lathyrus pratensis L.,ES,LLAGOSTERA, camp de conreu de Sant Llorenç,32498aba-d8d4-4202-ae39-d795577cdc4a,41.80653,2.90845,,,,,,,1985-05-26T00:00:00Z,26,5,1985,5356701,5356701,HUMAN_OBSERVATION,HGI,S,7734,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:15.135Z,
30944084,835727b6-f762-11e1-a439-00145eb45e9a,30944084,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus angulatus,,SPECIES,Lathyrus angulatus L.,ES,LLAGOSTERA, a Sant Llorenç, en un bosc cremat,32498aba-d8d4-4202-ae39-d795577cdc4a,41.80653,2.90845,,,,,,,1985-05-26T00:00:00Z,26,5,1985,5356429,5356429,HUMAN_OBSERVATION,HGI,S,7732,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:15.095Z
30944083,835727b6-f762-11e1-a439-00145eb45e9a,30944083,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria pelisseriana,,SPECIES,Linaria pelisseriana (L.) Mill.,ES,LLAGOSTERA, conreus de Sant Llorenç,32498aba-d8d4-4202-ae39-d795577cdc4a,41.80653,2.90845,,,,,,,1985-05-26T00:00:00Z,26,5,1985,7886077,7886077,HUMAN_OBSERVATION,HGI,S,7719,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:23.767Z,
30944082,835727b6-f762-11e1-a439-00145eb45e9a,30944082,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus angulatus,,SPECIES,Lathyrus angulatus L.,ES,TOSSA DE MAR, a la cala Salionç,32498aba-d8d4-4202-ae39-d795577cdc4a,41.752522,2.968668,,,,,,,1986-05-10T00:00:00Z,10,5,1986,5356429,5356429,HUMAN_OBSERVATION,HGI,S,7715,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:15.094Z,
30944081,835727b6-f762-11e1-a439-00145eb45e9a,30944081,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista hispanica,hispanica,SUBSPECIES,Genista hispanica subsp. hispanica,ES,SANTA CRISTINA D'ARO, a Sant Baldiri,32498aba-d8d4-4202-ae39-d795577cdc4a,41.779537,2.956621,,,,,,,1986-04-16T00:00:00Z,16,4,1986,5347762,5347761,HUMAN_OBSERVATION,HGI,S,7704,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:11:26.955Z,
30944080,835727b6-f762-11e1-a439-00145eb45e9a,30944080,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista linifolia,linifolia,SUBSPECIES,Genista linifolia subsp. linifolia,ES,SANTA CRISTINA D'ARO, a Sant Baldiri,32498aba-d8d4-4202-ae39-d795577cdc4a,41.779537,2.956621,,,,,,,1986-04-16T00:00:00Z,16,4,1986,7301281,5347599,HUMAN_OBSERVATION,HGI,S,7703,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:11:26.938Z,
30944079,835727b6-f762-11e1-a439-00145eb45e9a,30944079,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista monspessulana,,SPECIES,Genista monspessulana (L.) L.A.S.Johnson,ES,SANTA CRISTINA D'ARO, a Sant Baldiri,32498aba-d8d4-4202-ae39-d795577cdc4a,41.779537,2.956621,,,,,,,1986-04-16T00:00:00Z,16,4,1986,5347796,5347796,HUMAN_OBSERVATION,HGI,S,7702,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:11:26.963Z,
30944078,835727b6-f762-11e1-a439-00145eb45e9a,30944078,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,Cytisus villosus,,SPECIES,Genista triflora Rouy,ES,SANTA CRISTINA D'ARO, a Sant Baldiri,32498aba-d8d4-4202-ae39-d795577cdc4a,41.779537,2.956621,,,,,,,1986-07-16T00:00:00Z,16,7,1986,5354640,5354639,HUMAN_OBSERVATION,HGI,S,7701,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:11:26.970Z,
30944077,835727b6-f762-11e1-a439-00145eb45e9a,30944077,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum urbanum,,SPECIES,Geum urbanum L.,ES,LLAGOSTERA, marges del Ridaura,32498aba-d8d4-4202-ae39-d795577cdc4a,41.788532,2.932546,,,,,,,1986-05-08T00:00:00Z,8,5,1986,5369652,5369652,HUMAN_OBSERVATION,HGI,S,7697,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:11:33.695Z,
30944076,835727b6-f762-11e1-a439-00145eb45e9a,30944076,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Iberis,Iberis linifolia,dunalii,SUBSPECIES,Iberis linifolia subsp. dunalii (Bubani) Valdés,ES,SANTA CRISTINA D'ARO, a Pedralta,32498aba-d8d4-4202-ae39-d795577cdc4a,41.788551,2.980685,,,,,,,1984-09-11T00:00:00Z,11,9,1984,5377241,5376543,HUMAN_OBSERVATION,HGI,S,7694,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:00.350Z,
30944075,835727b6-f762-11e1-a439-00145eb45e9a,30944075,Plantae,Tracheophyta,Lycopodiopsida,Isoetales,Isoetaceae,Isoetes,Isoetes duriei,,SPECIES,Isoetes duriei Bory,ES,LLAGOSTERA,  a Cadiretes,32498aba-d8d4-4202-ae39-d795577cdc4a,41.761513,2.932574,,,,,,,1986-03-27T00:00:00Z,27,3,1986,7779542,7779542,HUMAN_OBSERVATION,HGI,S,7692,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:12:02.856Z,
30944074,835727b6-f762-11e1-a439-00145eb45e9a,30944074,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista monspessulana,,SPECIES,Genista monspessulana (L.) L.A.S.Johnson,ES,TOSSA DE MAR, baixant de Sant Grau,32498aba-d8d4-4202-ae39-d795577cdc4a,41.815567,2.956597,,,,,,,1984-04-17T00:00:00Z,17,4,1984,5347796,5347796,HUMAN_OBSERVATION,HGI,S,7662,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:11:26.998Z,
30944073,835727b6-f762-11e1-a439-00145eb45e9a,30944073,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,Helianthemum syriacum,thibaudii,SUBSPECIES,Helianthemum syriacum subsp. thibaudii (Pers.) Meikle,ES,ARNES, a la serra de la Miranda (Ports de Beseit),32498aba-d8d4-4202-ae39-d795577cdc4a,40.843365,0.329895,,,,,,,1982-06-11T00:00:00Z,11,6,1982,7725190,3595430,HUMAN_OBSERVATION,HGI,S,7606,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:41.475Z,
30944072,835727b6-f762-11e1-a439-00145eb45e9a,30944072,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista pilosa,,SPECIES,Genista pilosa L.,ES,SANTA COLOMA DE FARNERS, a Can Massaneda,32498aba-d8d4-4202-ae39-d795577cdc4a,41.86433,2.57702,,,,,,,1986-04-26T00:00:00Z,26,4,1986,5347571,5347571,HUMAN_OBSERVATION,HGI,S,7580,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:26.972Z,
30944071,835727b6-f762-11e1-a439-00145eb45e9a,30944071,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista hispanica,hispanica,SUBSPECIES,Genista hispanica subsp. hispanica,ES,LA SÉNIA, als Ports de Beseit,32498aba-d8d4-4202-ae39-d795577cdc4a,40.75058,0.215176,,,,,,,1982-06-11T00:00:00Z,11,6,1982,5347762,5347761,HUMAN_OBSERVATION,HGI,S,7579,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:26.955Z,
30944070,835727b6-f762-11e1-a439-00145eb45e9a,30944070,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,Cytisus balansae,europaea,SUBSPECIES,Genista balansae subsp. europaea (G.López & C.E.Jarvis) O.Bolòs & Vigo,ES,ALP, a La Molina,32498aba-d8d4-4202-ae39-d795577cdc4a,42.310783,1.967357,,,,,,,1986-06-11T00:00:00Z,11,6,1986,5627696,5354626,HUMAN_OBSERVATION,HGI,S,7578,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:26.955Z,
30944069,835727b6-f762-11e1-a439-00145eb45e9a,30944069,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,Cytisus balansae,europaea,SUBSPECIES,Genista balansae subsp. europaea (G.López & C.E.Jarvis) O.Bolòs & Vigo,ES,SETCASES, a Ulldeter,32498aba-d8d4-4202-ae39-d795577cdc4a,42.403538,2.330384,,,,,,,1979-07-15T00:00:00Z,15,7,1979,5627696,5354626,HUMAN_OBSERVATION,HGI,S,7577,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:26.953Z,
30944068,835727b6-f762-11e1-a439-00145eb45e9a,30944068,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista hispanica,hispanica,SUBSPECIES,Genista hispanica subsp. hispanica,ES,SOLIVELLA, a El Tallat,32498aba-d8d4-4202-ae39-d795577cdc4a,41.489819,1.141978,,,,,,,1987-05-13T00:00:00Z,13,5,1987,5347762,5347761,HUMAN_OBSERVATION,HGI,S,7576,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:27.036Z,
30944067,835727b6-f762-11e1-a439-00145eb45e9a,30944067,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista monspessulana,,SPECIES,Genista monspessulana (L.) L.A.S.Johnson,ES,PORT DE LA SELVA, a Sant Pere de Rodes,32498aba-d8d4-4202-ae39-d795577cdc4a,42.315292,3.180747,,,,,,,1982-05-27T00:00:00Z,27,5,1982,5347796,5347796,HUMAN_OBSERVATION,HGI,S,7575,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:26.959Z,
30944066,835727b6-f762-11e1-a439-00145eb45e9a,30944066,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,,,GENUS,Helianthemum Mill.,ES,MONTAGUT, a Sant Aniol d'Agujes (Oix),32498aba-d8d4-4202-ae39-d795577cdc4a,42.31464,2.574017,,,,,,,1979-07-23T00:00:00Z,23,7,1979,2874068,,HUMAN_OBSERVATION,HGI,S,7569,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:41.484Z,
30944065,835727b6-f762-11e1-a439-00145eb45e9a,30944065,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,,,GENUS,Helianthemum Mill.,ES,VALL DE BIANYA, a laVall del Bac,32498aba-d8d4-4202-ae39-d795577cdc4a,42.224068,2.453455,,,,,,,1982-05-29T00:00:00Z,29,5,1982,2874068,,HUMAN_OBSERVATION,HGI,S,7568,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:41.447Z,
30944064,835727b6-f762-11e1-a439-00145eb45e9a,30944064,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Tuberaria,Tuberaria guttata,,SPECIES,Helianthemum guttatum (L.) Miller,ES,PORT DE LA SELVA, a Sant Pere de Roda,32498aba-d8d4-4202-ae39-d795577cdc4a,42.315292,3.180747,,,,,,,1982-05-27T00:00:00Z,27,5,1982,2874025,2874024,HUMAN_OBSERVATION,HGI,S,7567,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:41.416Z,
30944063,835727b6-f762-11e1-a439-00145eb45e9a,30944063,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Fumana,Fumana thymifolia,,SPECIES,Fumana thymifolia Spach,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-05-14T00:00:00Z,14,5,1983,7331278,7331278,HUMAN_OBSERVATION,HGI,S,7566,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:11.301Z,
30944062,835727b6-f762-11e1-a439-00145eb45e9a,30944062,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium draba,draba,SUBSPECIES,Lepidium draba subsp. draba,ES,IGUALADA,32498aba-d8d4-4202-ae39-d795577cdc4a,41.586609,1.619072,,,,,,,1970-04-20T00:00:00Z,20,4,1970,5376966,5376961,HUMAN_OBSERVATION,HGI,S,749,,,CC_BY_4_0,,L. Polo,,,2018-07-06T21:12:19.312Z,,GEODETIC_DATUM_ASSUMED_WGS84
30944061,835727b6-f762-11e1-a439-00145eb45e9a,30944061,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium draba,draba,SUBSPECIES,Lepidium draba subsp. draba,ES,FIGUERES,32498aba-d8d4-4202-ae39-d795577cdc4a,42.315414,2.938053,,,,,,,1982-04-10T00:00:00Z,10,4,1982,5376966,5376961,HUMAN_OBSERVATION,HGI,S,748,,,CC_BY_4_0,,Pérez,,,2018-07-06T21:12:19.306Z,,GEODETIC_DATUM_ASSUMED_WGS84
30944060,835727b6-f762-11e1-a439-00145eb45e9a,30944060,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium draba,,SPECIES,Lepidium draba L.,ES,CALDES DE MALAVELLA, al mas Llop,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774899,2.818253,,,,,,,1982-04-20T00:00:00Z,20,4,1982,5376961,5376961,HUMAN_OBSERVATION,HGI,S,747,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:12:19.307Z,
30944059,835727b6-f762-11e1-a439-00145eb45e9a,30944059,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium draba,,SPECIES,Lepidium draba L.,ES,VINEBRE,32498aba-d8d4-4202-ae39-d795577cdc4a,41.208607,0.553617,,,,,,,1978-05-06T00:00:00Z,6,5,1978,5376961,5376961,HUMAN_OBSERVATION,HGI,S,746,,,CC_BY_4_0,,L. Polo,,,2018-07-06T21:12:19.268Z,,GEODETIC_DATUM_ASSUMED_WGS84
30944058,835727b6-f762-11e1-a439-00145eb45e9a,30944058,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Chaenorhinum,Chaenorhinum minus,,SPECIES,Linaria minor (L.) Desf.,ES,ALBANYÀ, mas de la Figa, als camps,32498aba-d8d4-4202-ae39-d795577cdc4a,42.337528,2.689183,,,,,,,1994-09-12T00:00:00Z,12,9,1994,5562129,3171669,HUMAN_OBSERVATION,HGI,S,7425,,,CC_BY_4_0,,X.Viñas, L.Vilar i J.Font,,
30944057,835727b6-f762-11e1-a439-00145eb45e9a,30944057,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Kickxia,Kickxia spuria,,SPECIES,Linaria spuria (L.) Mill.,ES,ALBANYÀ, mas de la Figa, als camps,32498aba-d8d4-4202-ae39-d795577cdc4a,42.337528,2.689183,,,,,,,1994-09-12T00:00:00Z,12,9,1994,7958872,3170817,HUMAN_OBSERVATION,HGI,S,7422,,,CC_BY_4_0,,X.Viñas, L.Vilar i J.Font,,
30944056,835727b6-f762-11e1-a439-00145eb45e9a,30944056,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria supina,,SPECIES,Linaria supina (L.) Desf.,ES,ALBANYÀ,  mas de la Figa, als camps,32498aba-d8d4-4202-ae39-d795577cdc4a,42.337528,2.689183,,,,,,,1994-09-12T00:00:00Z,12,9,1994,8233535,8233535,HUMAN_OBSERVATION,HGI,S,7421,,,CC_BY_4_0,,X.Viñas, L.Vilar i J.Font,,
30944055,835727b6-f762-11e1-a439-00145eb45e9a,30944055,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris filix-mas,,SPECIES,Dryopteris filix-mas (L.) Schott.,ES,SANTA CRISTINA D'ARO,a Romanyà de la Selva,32498aba-d8d4-4202-ae39-d795577cdc4a,41.860607,2.980664,,,,,,,1994-05-23T00:00:00Z,23,5,1994,5275132,5275132,HUMAN_OBSERVATION,HGI,S,7414,,,CC_BY_4_0,,Maynés-Mallol,,,2018-07-06T21:10:41.704Z,
30944054,835727b6-f762-11e1-a439-00145eb45e9a,30944054,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus cirrhosus,,SPECIES,Lathyrus cirrhosus Ser.,FR,MENTET, prats subalpins sobre esquistos,32498aba-d8d4-4202-ae39-d795577cdc4a,42.493591,2.329424,,,,,,,1994-08-15T00:00:00Z,15,8,1994,5356515,5356515,HUMAN_OBSERVATION,HGI,S,7399,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:12:15.139Z,
30944053,835727b6-f762-11e1-a439-00145eb45e9a,30944053,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista anglica,,SPECIES,Genista anglica L.,FR,MENTET, al coll de Censà,32498aba-d8d4-4202-ae39-d795577cdc4a,42.582863,2.206604,,,,,,,1994-08-15T00:00:00Z,15,8,1994,5347644,5347644,HUMAN_OBSERVATION,HGI,S,7397,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:11:26.986Z,
30944052,835727b6-f762-11e1-a439-00145eb45e9a,30944052,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Lathraea,Lathraea clandestina,,SPECIES,Lathraea clandestina L.,ES,ALP, a La Molina, en una pollancreda,32498aba-d8d4-4202-ae39-d795577cdc4a,42.310783,1.967357,,,,,,,1986-06-09T00:00:00Z,9,6,1986,3738544,3738544,HUMAN_OBSERVATION,HGI,S,7390,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:12:15.057Z
30944051,835727b6-f762-11e1-a439-00145eb45e9a,30944051,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum urbanum,,SPECIES,Geum urbanum L.,ES,BORDILS, plantació de pollancres,32498aba-d8d4-4202-ae39-d795577cdc4a,42.045227,2.938317,,,,,,,1983-05-29T00:00:00Z,29,5,1983,5369652,5369652,HUMAN_OBSERVATION,HGI,S,7353,,,CC_BY_4_0,,X. Vilahur,,,2018-07-06T21:11:33.734Z,
