gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,countrycode,locality,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue
30949837,835727b6-f762-11e1-a439-00145eb45e9a,30949837,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia parviflora,gracilis,VARIETY,Vicia tetrasperma var. gracilis (Loisel.) Asch. & Graebn.,ES,SILS,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774647,2.697932,,,,,,,1984-05-15T00:00:00Z,15,5,1984,2975085,2974776,HUMAN_OBSERVATION,HGI,S,9619,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.897Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949836,835727b6-f762-11e1-a439-00145eb45e9a,30949836,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia tetrasperma,,SPECIES,Vicia tetrasperma (L.) Schreb.,ES,VILOBÍ D'ONYAR,32498aba-d8d4-4202-ae39-d795577cdc4a,41.864712,2.697508,,,,,,,1987-05-15T00:00:00Z,15,5,1987,2975083,2975083,HUMAN_OBSERVATION,HGI,S,9618,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.891Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949835,835727b6-f762-11e1-a439-00145eb45e9a,30949835,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia villosa,varia,SUBSPECIES,Vicia villosa subsp. varia (Host) Corb.,ES,VILABLAREIX,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1985-05-15T00:00:00Z,15,5,1985,2974921,9182154,HUMAN_OBSERVATION,HGI,S,9617,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.899Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949834,835727b6-f762-11e1-a439-00145eb45e9a,30949834,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia villosa,villosa,VARIETY,Vicia villosa var. villosa,ES,SANT FELIU DE BUIXALLEU,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774265,2.577612,,,,,,,1985-06-15T00:00:00Z,15,6,1985,6404650,9182154,HUMAN_OBSERVATION,HGI,S,9616,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.910Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949833,835727b6-f762-11e1-a439-00145eb45e9a,30949833,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia villosa,varia,SUBSPECIES,Vicia villosa subsp. varia (Host) Corb.,ES,CALDES DE MALAVELLA, cap a Franciac,32498aba-d8d4-4202-ae39-d795577cdc4a,41.864967,2.817998,,,,,,,1986-05-15T00:00:00Z,15,5,1986,2974921,9182154,HUMAN_OBSERVATION,HGI,S,9615,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.896Z,
30949832,835727b6-f762-11e1-a439-00145eb45e9a,30949832,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia villosa,varia,SUBSPECIES,Vicia villosa subsp. varia (Host) Corb.,ES,SANTA COLOMA DE FARNERS,32498aba-d8d4-4202-ae39-d795577cdc4a,41.864712,2.697508,,,,,,,1987-05-15T00:00:00Z,15,5,1987,2974921,9182154,HUMAN_OBSERVATION,HGI,S,9614,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.906Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949831,835727b6-f762-11e1-a439-00145eb45e9a,30949831,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia villosa,varia,SUBSPECIES,Vicia villosa subsp. varia (Host) Corb.,ES,RIUDELLOTS DE LA SELVA, al costat de l'Aeroport,32498aba-d8d4-4202-ae39-d795577cdc4a,41.864967,2.817998,,,,,,,1987-06-15T00:00:00Z,15,6,1987,2974921,9182154,HUMAN_OBSERVATION,HGI,S,9613,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.899Z,
30949830,835727b6-f762-11e1-a439-00145eb45e9a,30949830,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia villosa,ambigua,SUBSPECIES,Vicia villosa subsp. ambigua (Guss.) Kerguélen,ES,VILABLAREIX,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1986-07-15T00:00:00Z,15,7,1986,2974928,9182154,HUMAN_OBSERVATION,HGI,S,9612,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.896Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949829,835727b6-f762-11e1-a439-00145eb45e9a,30949829,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia villosa,ambigua,SUBSPECIES,Vicia villosa subsp. ambigua (Guss.) Kerguélen,ES,VILOBÍ D'ONYAR, cap a Santa Margarida,32498aba-d8d4-4202-ae39-d795577cdc4a,41.864712,2.697508,,,,,,,1986-07-14T00:00:00Z,14,7,1986,2974928,9182154,HUMAN_OBSERVATION,HGI,S,9611,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.896Z,
30949828,835727b6-f762-11e1-a439-00145eb45e9a,30949828,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia benghalensis,,SPECIES,Vicia benghalensis L.,ES,SILS,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774647,2.697932,,,,,,,1984-05-12T00:00:00Z,12,5,1984,2975384,2975384,HUMAN_OBSERVATION,HGI,S,9610,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.513Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949827,835727b6-f762-11e1-a439-00145eb45e9a,30949827,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia cracca,incana,SUBSPECIES,Vicia cracca subsp. incana (Gouan) Rouy,ES,RIUDARENES, cap a l'Esparra,32498aba-d8d4-4202-ae39-d795577cdc4a,41.864712,2.697508,,,,,,,1985-04-17T00:00:00Z,17,4,1985,2975291,2975287,HUMAN_OBSERVATION,HGI,S,9609,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.477Z,
30949826,835727b6-f762-11e1-a439-00145eb45e9a,30949826,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia cracca,incana,SUBSPECIES,Vicia cracca subsp. incana (Gouan) Rouy,ES,BRUNYOLA, cap a Sant Martí Sapresa,32498aba-d8d4-4202-ae39-d795577cdc4a,41.954395,2.576425,,,,,,,1986-04-29T00:00:00Z,29,4,1986,2975291,2975287,HUMAN_OBSERVATION,HGI,S,9608,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.490Z,
30949825,835727b6-f762-11e1-a439-00145eb45e9a,30949825,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia cracca,incana,SUBSPECIES,Vicia cracca subsp. incana (Gouan) Rouy,ES,VILOBÍ D'ONYAR, cap a can Casas,32498aba-d8d4-4202-ae39-d795577cdc4a,41.864712,2.697508,,,,,,,1987-05-25T00:00:00Z,25,5,1987,2975291,2975287,HUMAN_OBSERVATION,HGI,S,9607,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.464Z,
30949824,835727b6-f762-11e1-a439-00145eb45e9a,30949824,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia villosa,villosa,VARIETY,Vicia villosa var. villosa,ES,BLANES, en un bosc de roures al costat de la Tordera,32498aba-d8d4-4202-ae39-d795577cdc4a,41.68483,2.818507,,,,,,,1986-05-15T00:00:00Z,15,5,1986,6404650,9182154,HUMAN_OBSERVATION,HGI,S,9606,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.906Z,
30949823,835727b6-f762-11e1-a439-00145eb45e9a,30949823,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia cracca,,SPECIES,Vicia cracca L.,ES,MAÇANET DE LA SELVA, sobre basalt,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774647,2.697932,,,,,,,1986-06-10T00:00:00Z,10,6,1986,2975287,2975287,HUMAN_OBSERVATION,HGI,S,9605,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.506Z,
30949822,835727b6-f762-11e1-a439-00145eb45e9a,30949822,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia cracca,cracca,SUBSPECIES,Vicia cracca subsp. cracca,ES,SILS, al bosc d'en Pedrer,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774899,2.818253,,,,,,,1985-05-15T00:00:00Z,15,5,1985,7068364,2975287,HUMAN_OBSERVATION,HGI,S,9604,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.464Z,
30949821,835727b6-f762-11e1-a439-00145eb45e9a,30949821,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia disperma,,SPECIES,Vicia disperma DC.,ES,LLORET DE MAR,32498aba-d8d4-4202-ae39-d795577cdc4a,41.68483,2.818507,,,,,,,1987-05-23T00:00:00Z,23,5,1987,2974981,2974981,HUMAN_OBSERVATION,HGI,S,9603,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.470Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949820,835727b6-f762-11e1-a439-00145eb45e9a,30949820,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia lathyroides,,SPECIES,Vicia lathyroides L.,ES,RIUDARENES, cap a l'Esparra,32498aba-d8d4-4202-ae39-d795577cdc4a,41.864712,2.697508,,,,,,,1985-04-15T00:00:00Z,15,4,1985,2975076,2975076,HUMAN_OBSERVATION,HGI,S,9602,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.864Z,
30949819,835727b6-f762-11e1-a439-00145eb45e9a,30949819,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia lathyroides,,SPECIES,Vicia lathyroides L.,ES,SILS,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774647,2.697932,,,,,,,1985-05-09T00:00:00Z,9,5,1985,2975076,2975076,HUMAN_OBSERVATION,HGI,S,9601,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.866Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949818,835727b6-f762-11e1-a439-00145eb45e9a,30949818,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia lutea,,SPECIES,Vicia lutea L.,ES,RIUDELLOTS DE LA SELVA,32498aba-d8d4-4202-ae39-d795577cdc4a,41.864967,2.817998,,,,,,,1985-05-15T00:00:00Z,15,5,1985,2974753,2974753,HUMAN_OBSERVATION,HGI,S,9600,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.884Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949817,835727b6-f762-11e1-a439-00145eb45e9a,30949817,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia pannonica,striata,SUBSPECIES,Vicia pannonica subsp. striata (M.Bieb.) Nyman,ES,VILABLAREIX, a el Perelló,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1984-05-04T00:00:00Z,4,5,1984,8326007,2974811,HUMAN_OBSERVATION,HGI,S,9599,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.879Z,
30949816,835727b6-f762-11e1-a439-00145eb45e9a,30949816,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia pannonica,striata,SUBSPECIES,Vicia pannonica subsp. striata (M.Bieb.) Nyman,ES,SILS,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774647,2.697932,,,,,,,1984-05-15T00:00:00Z,15,5,1984,8326007,2974811,HUMAN_OBSERVATION,HGI,S,9598,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.879Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949815,835727b6-f762-11e1-a439-00145eb45e9a,30949815,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,amphicarpa,SUBSPECIES,Vicia sativa subsp. amphicarpa (Dorthes) Asch.,ES,BRUNYOLA,32498aba-d8d4-4202-ae39-d795577cdc4a,41.954777,2.697083,,,,,,,1984-06-15T00:00:00Z,15,6,1984,2975057,2975014,HUMAN_OBSERVATION,HGI,S,9597,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.885Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949814,835727b6-f762-11e1-a439-00145eb45e9a,30949814,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,amphicarpa,SUBSPECIES,Vicia sativa subsp. amphicarpa (Dorthes) Asch.,ES,SILS,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774647,2.697932,,,,,,,,,,,2975057,2975014,HUMAN_OBSERVATION,HGI,S,9596,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.891Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949813,835727b6-f762-11e1-a439-00145eb45e9a,30949813,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sepium,,SPECIES,Vicia sepium L.,ES,MAÇANET DE LA SELVA, en una roureda,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774647,2.697932,,,,,,,1984-05-15T00:00:00Z,15,5,1984,2974786,2974786,HUMAN_OBSERVATION,HGI,S,9595,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.889Z,
30949812,835727b6-f762-11e1-a439-00145eb45e9a,30949812,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia orobus,,SPECIES,Vicia orobus DC.,ES,NAUT ARAN, a la Vall d'Aiguamoix (Salardú), prop del coll de Pruedo,32498aba-d8d4-4202-ae39-d795577cdc4a,42.655739,0.863644,,,,,,,1995-08-03T00:00:00Z,3,8,1995,2975152,2975152,HUMAN_OBSERVATION,HGI,S,9320,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:20:41.905Z
30949811,835727b6-f762-11e1-a439-00145eb45e9a,30949811,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia parviflora,gracilis,VARIETY,Vicia tetrasperma var. gracilis (Loisel.) Asch. & Graebn.,ES,CASTELLÓ D'EMPÚRIES, a les closes de la Gallinera,32498aba-d8d4-4202-ae39-d795577cdc4a,42.229847,3.077498,,,,,,,1995-05-22T00:00:00Z,22,5,1995,2975085,2974776,HUMAN_OBSERVATION,HGI,S,8691,,,CC_BY_4_0,,S. Watt,,,2018-07-06T21:20:41.894Z,
30949810,835727b6-f762-11e1-a439-00145eb45e9a,30949810,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sepium,,SPECIES,Vicia sepium L.,ES,SANTA CRISTINA D'ARO, riera Mas Cases,32498aba-d8d4-4202-ae39-d795577cdc4a,41.860607,3.00476,,,,,,,1995-05-10T00:00:00Z,10,5,1995,2974786,2974786,HUMAN_OBSERVATION,HGI,S,8637,,,CC_BY_4_0,,Maynès-Mallol,,,2018-07-06T21:20:41.887Z,
30949809,835727b6-f762-11e1-a439-00145eb45e9a,30949809,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia lathyroides,,SPECIES,Vicia lathyroides L.,ES,SANT CLIMENT SESCEBES, al Camí de la Muntanya,32498aba-d8d4-4202-ae39-d795577cdc4a,42.382977,2.980504,,,,,,,1995-03-14T00:00:00Z,14,3,1995,2975076,2975076,HUMAN_OBSERVATION,HGI,S,8445,,,CC_BY_4_0,,L. Vilar i J. Font,,,2018-07-06T21:20:41.869Z,
30949808,835727b6-f762-11e1-a439-00145eb45e9a,30949808,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia disperma,,SPECIES,Vicia disperma DC.,ES,LLAGOSTERA, anant a Tossa,32498aba-d8d4-4202-ae39-d795577cdc4a,41.775024,2.938576,,,,,,,1984-06-15T00:00:00Z,15,6,1984,2974981,2974981,HUMAN_OBSERVATION,HGI,S,7928,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:20:41.465Z,
30949807,835727b6-f762-11e1-a439-00145eb45e9a,30949807,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia cracca,,SPECIES,Vicia cracca L.,ES,LLAGOSTERA, en un camp de blat,32498aba-d8d4-4202-ae39-d795577cdc4a,41.80653,2.90845,,,,,,,1984-07-03T00:00:00Z,3,7,1984,2975287,2975287,HUMAN_OBSERVATION,HGI,S,7927,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:20:41.514Z,
30949806,835727b6-f762-11e1-a439-00145eb45e9a,30949806,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia parviflora,gracilis,VARIETY,Vicia tetrasperma var. gracilis (Loisel.) Asch. & Graebn.,ES,LLAGOSTERA, a Sant Llorenç, en un bosc cremat,32498aba-d8d4-4202-ae39-d795577cdc4a,41.80653,2.90845,,,,,,,1985-05-26T00:00:00Z,26,5,1985,2975085,2974776,HUMAN_OBSERVATION,HGI,S,7926,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:20:41.894Z
30949805,835727b6-f762-11e1-a439-00145eb45e9a,30949805,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia lathyroides,,SPECIES,Vicia lathyroides L.,ES,LLAGOSTERA, a Sant Llorenç,32498aba-d8d4-4202-ae39-d795577cdc4a,41.797523,2.908463,,,,,,,1985-05-26T00:00:00Z,26,5,1985,2975076,2975076,HUMAN_OBSERVATION,HGI,S,7924,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:20:41.865Z,
30949804,835727b6-f762-11e1-a439-00145eb45e9a,30949804,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,nigra,SUBSPECIES,Vicia sativa subsp. nigra (L.) Ehrh.,ES,LLAGOSTERA,32498aba-d8d4-4202-ae39-d795577cdc4a,41.775024,2.938576,,,,,,,,,,,2975035,2975014,HUMAN_OBSERVATION,HGI,S,7923,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:20:41.889Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949803,835727b6-f762-11e1-a439-00145eb45e9a,30949803,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,nigra,SUBSPECIES,Vicia sativa subsp. nigra (L.) Ehrh.,ES,LLAGOSTERA, anant a Sant Feliu,32498aba-d8d4-4202-ae39-d795577cdc4a,41.824554,2.920466,,,,,,,1984-07-03T00:00:00Z,3,7,1984,2975035,2975014,HUMAN_OBSERVATION,HGI,S,7922,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:20:41.885Z,
30949802,835727b6-f762-11e1-a439-00145eb45e9a,30949802,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia lutea,,SPECIES,Vicia lutea L.,ES,LLAGOSTERA, a la riera de Gotarra,32498aba-d8d4-4202-ae39-d795577cdc4a,41.775024,2.938576,,,,,,,1985-06-15T00:00:00Z,15,6,1985,2974753,2974753,HUMAN_OBSERVATION,HGI,S,7921,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:20:41.884Z,
30949801,835727b6-f762-11e1-a439-00145eb45e9a,30949801,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia hirsuta,,SPECIES,Vicia hirsuta (L.) Gray,ES,LLAGOSTERA, anant a Sant Feliu,32498aba-d8d4-4202-ae39-d795577cdc4a,41.824554,2.920466,,,,,,,1984-07-03T00:00:00Z,3,7,1984,2975328,2975328,HUMAN_OBSERVATION,HGI,S,7920,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:20:41.467Z,
30949800,835727b6-f762-11e1-a439-00145eb45e9a,30949800,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sepium,,SPECIES,Vicia sepium L.,ES,LLAGOSTERA, prop del Ridaura, en una sureda,32498aba-d8d4-4202-ae39-d795577cdc4a,41.806538,2.920489,,,,,,,1986-05-08T00:00:00Z,8,5,1986,2974786,2974786,HUMAN_OBSERVATION,HGI,S,7905,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:20:41.885Z
30949799,835727b6-f762-11e1-a439-00145eb45e9a,30949799,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia bithynica,,SPECIES,Vicia bithynica L.,ES,CANTALLOPS, als prats de la Vinya Reina,32498aba-d8d4-4202-ae39-d795577cdc4a,42.409977,2.931884,,,,,,,1994-06-02T00:00:00Z,2,6,1994,2975309,2975309,HUMAN_OBSERVATION,HGI,S,7070,,,CC_BY_4_0,,J. Font i L. Vilar,,,2018-07-06T21:20:41.469Z,
30949798,835727b6-f762-11e1-a439-00145eb45e9a,30949798,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia villosa,varia,SUBSPECIES,Vicia villosa subsp. varia (Host) Corb.,ES,CANTALLOPS, al prat de la Vinya Reina,32498aba-d8d4-4202-ae39-d795577cdc4a,42.409977,2.931884,,,,,,,1994-05-26T00:00:00Z,26,5,1994,2974921,9182154,HUMAN_OBSERVATION,HGI,S,6926,,,CC_BY_4_0,,J. Font i L. Vilar,,,2018-07-06T21:20:41.896Z,
30949797,835727b6-f762-11e1-a439-00145eb45e9a,30949797,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia tetrasperma,tetrasperma,SUBSPECIES,Vicia tetrasperma subsp. tetrasperma,ES,CANTALLOPS, al prat de la Vinya Reina,32498aba-d8d4-4202-ae39-d795577cdc4a,42.409977,2.931884,,,,,,,1994-05-26T00:00:00Z,26,5,1994,8171104,2975083,HUMAN_OBSERVATION,HGI,S,6925,,,CC_BY_4_0,,J. Font i L. Vilar,,,2018-07-06T21:20:41.900Z,
30949796,835727b6-f762-11e1-a439-00145eb45e9a,30949796,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia hirsuta,,SPECIES,Vicia hirsuta (L.) Gray,ES,CANTALLOPS, al prat de la Vinya Reina,32498aba-d8d4-4202-ae39-d795577cdc4a,42.409977,2.931884,,,,,,,1994-05-26T00:00:00Z,26,5,1994,2975328,2975328,HUMAN_OBSERVATION,HGI,S,6924,,,CC_BY_4_0,,J. Font i L. Vilar,,,2018-07-06T21:20:41.484Z,
30949795,835727b6-f762-11e1-a439-00145eb45e9a,30949795,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia lathyroides,,SPECIES,Vicia lathyroides L.,ES,LA JONQUERA, prop del mas dels Estanys,32498aba-d8d4-4202-ae39-d795577cdc4a,42.400951,2.907591,,,,,,,1994-03-04T00:00:00Z,4,3,1994,2975076,2975076,HUMAN_OBSERVATION,HGI,S,6811,,,CC_BY_4_0,,L. Vilar i J. Font,,,2018-07-06T21:20:41.866Z,
30949794,835727b6-f762-11e1-a439-00145eb45e9a,30949794,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia villosa,varia,SUBSPECIES,Vicia villosa subsp. varia (Host) Corb.,ES,PALAMÓS, a la platja de Castell,32498aba-d8d4-4202-ae39-d795577cdc4a,41.860493,3.161388,,,,,,,1992-06-03T00:00:00Z,3,6,1992,2974921,9182154,HUMAN_OBSERVATION,HGI,S,5935,,,CC_BY_4_0,,Maynés-Mallol,,,2018-07-06T21:20:41.896Z,
30949793,835727b6-f762-11e1-a439-00145eb45e9a,30949793,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia parviflora,gracilis,VARIETY,Vicia tetrasperma var. gracilis (Loisel.) Asch. & Graebn.,ES,SANTA CRISTINA D'ARO, a la Ciutat Jardí,32498aba-d8d4-4202-ae39-d795577cdc4a,41.775024,2.938576,,,,,,,1992-05-05T00:00:00Z,5,5,1992,2975085,2974776,HUMAN_OBSERVATION,HGI,S,5838,,,CC_BY_4_0,,Maynés-Mallol,,,2018-07-06T21:20:41.895Z,
30949792,835727b6-f762-11e1-a439-00145eb45e9a,30949792,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia bithynica,,SPECIES,Vicia bithynica L.,ES,SANTA CRISTINA D'ARO,32498aba-d8d4-4202-ae39-d795577cdc4a,41.865097,3.058982,,,,,,,1992-05-05T00:00:00Z,5,5,1992,2975309,2975309,HUMAN_OBSERVATION,HGI,S,5837,,,CC_BY_4_0,,Maynés-Mallol,,,2018-07-06T21:20:41.474Z,,GEODETIC_DATUM_ASSUMED_WGS84
30949791,835727b6-f762-11e1-a439-00145eb45e9a,30949791,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia disperma,,SPECIES,Vicia disperma DC.,ES,BRUNYOLA, en un camp de conreu,32498aba-d8d4-4202-ae39-d795577cdc4a,41.878208,2.691419,,,,,,,1992-06-15T00:00:00Z,15,6,1992,2974981,2974981,HUMAN_OBSERVATION,HGI,S,5810,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.501Z,
30949790,835727b6-f762-11e1-a439-00145eb45e9a,30949790,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia lathyroides,,SPECIES,Vicia lathyroides L.,ES,ROSES, al cap Norfeu,32498aba-d8d4-4202-ae39-d795577cdc4a,42.224976,3.301663,,,,,,,1979-03-23T00:00:00Z,23,3,1979,2975076,2975076,HUMAN_OBSERVATION,HGI,S,5725,,,CC_BY_4_0,,L. Polo,,,2018-07-06T21:20:41.866Z,
30949789,835727b6-f762-11e1-a439-00145eb45e9a,30949789,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia lutea,,SPECIES,Vicia lutea L.,ES,VILABLAREIX, a El Perelló,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1977-05-30T00:00:00Z,30,5,1977,2974753,2974753,HUMAN_OBSERVATION,HGI,S,5585,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.884Z,
30949788,835727b6-f762-11e1-a439-00145eb45e9a,30949788,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,nigra,SUBSPECIES,Vicia sativa subsp. nigra (L.) Ehrh.,ES,VILABLAREIX, a El Perelló,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1977-05-15T00:00:00Z,15,5,1977,2975035,2975014,HUMAN_OBSERVATION,HGI,S,5584,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:41.884Z,
