id	type	modified	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	materialSampleID	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	otherCatalogNumbers	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	fieldNumber	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	identificationQualifier	identificationVerificationStatus	typeStatus	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
214473822												VAL	VAL_bry			PreservedSpecimen					214473822	1152-1			Mercé																																		1985	6	22													ES		L			Pallars Sobirá				1800									42.669998168945	1.3400000333786							0																																													Andreaea rupestris Hedw. var. alpestris (Thed.) Sharp								Plantae				Andreaeaceae	Andreaea		rupestris	alpestris			(Thed.) Sharp					
214473821												VAL	VAL_bry			PreservedSpecimen					214473821	115-1			Puche																																		1978	8	26													ES		TE			Cuarto Pelado				1700									40.529998779297	-0.51999998092651							0																																													Encalypta vulgaris Hedw.								Plantae				Encalyptaceae	Encalypta		vulgaris				Hedw.					
214473820												VAL	VAL_bry			PreservedSpecimen					214473820	1149-1			Canalís																																		1985	10	24													ES		L			Hospital de Viella				1600									42.619998931885	0.75999999046326							0																																													Herzogiella seligeri (Brid.) Iwats.								Plantae				Hypnaceae	Herzogiella		seligeri				(Brid.) Iwats.					
214473819												VAL	VAL_bry			PreservedSpecimen					214473819	1146-1			I. Soriano																																		1982	7	3													ES		B			Bergad, Bastereny, Font de Adou				1000									42.270000457764	1.789999961853							0																																													Cinclidotus aquaticus (Hedw.) B.& S.								Plantae				Pottiaceae	Cinclidotus		aquaticus				(Hedw.) B.& S.					
214473818												VAL	VAL_bry			PreservedSpecimen					214473818	1142-1			Lloret																																		1985	10	20													ES		GE			Hebio, Villallonga de Ter				1350									42.340000152588	2.3099999427795							0																																													Amphidium mougeotii (B. & S.) Schimp.								Plantae				Orthotrichaceae	Amphidium		mougeotii				(B. & S.) Schimp.					
214473817												VAL	VAL_bry			PreservedSpecimen					214473817	1140-1			Casas																																		1984	11	1													ES		GE			Olot, En Jorde				970									42.180000305176	2.3900001049042							0																																													Anomodon attenuatus (Hedw.) Hüb.								Plantae				Anomodontaceae	Anomodon		attenuatus				(Hedw.) Hüb.					
214473816												VAL	VAL_bry			PreservedSpecimen					214473816	1135-1			Casas																																		1984	6	7													ES		B			Sant Marcal				1200									41.729999542236	2.4000000953674							0																																													Grimmia tergestina Tomm. ex B., S. & G. var. poecilostoma (Card. Ex Leb.) Loeske								Plantae				Grimmiaceae	Grimmia		tergestina	poecilostoma			(Card. Ex Leb.) Loeske					
214473815												VAL	VAL_bry			PreservedSpecimen					214473815	113-1			Puche																																		1976	6	10													ES		TE			Cedrillas, Masía del Cabezo				1500									40.409999847412	-0.83999997377396							0																																													Campylophyllum calcareum (Crundw. & Nyh.) Hedenäs								Plantae				Amblystegiaceae	Campylophyllum		calcareum				(Crundw. & Nyh.) Hedenäs					
214473814												VAL	VAL_bry			PreservedSpecimen					214473814	1124-1			E. Fuertes																																		1980	4	1													ES		NA			Valle de Belabarce													42.790000915527	-0.9200000166893							0																																													Dicranum tauricum Sapjegin								Plantae				Dicranaceae	Dicranum		tauricum				Sapjegin					
214473813												VAL	VAL_bry			PreservedSpecimen					214473813	1123-1			E. Fuertes																																																	ES		M			Montejo de la Sierra													41.009998321533	-3.5899999141693							0																																													Brachythecium rivulare B., S. & G.								Plantae				Brachytheciaceae	Brachythecium		rivulare				B., S. & G.					
214473812												VAL	VAL_bry			PreservedSpecimen					214473812	1121-1			Aizpuru																																		1984	12	26													ES		SS			Donostia, Oriamendi				1125									43.290000915527	-1.9900000095367							0																																													Brachythecium rutabulum (Hedw.) B., S. & G.								Plantae				Brachytheciaceae	Brachythecium		rutabulum				(Hedw.) B., S. & G.					
214473811												VAL	VAL_bry			PreservedSpecimen					214473811	112-1			Puche																																		1978	8	19													ES		TE			Carretera a Cantavieja				1400									40.439998626709	-0.51999998092651							0																																													Fissidens adianthoides Hedw.								Plantae				Fissidentaceae	Fissidens		adianthoides				Hedw.					
214473810												VAL	VAL_bry			PreservedSpecimen					214473810	1118-1			Aizpuru																																		1985	2	3													ES		SS			Zestua, Monu				500									43.200000762939	-2.2000000476837							0																																													Dicranum majus Sm.								Plantae				Dicranaceae	Dicranum		majus				Sm.					
214473809												VAL	VAL_bry			PreservedSpecimen					214473809	1116-1			Aizpuru																																		1984	8	5													ES		SS			Hondarribia, Jaizkibel				40									42.479999542236	-1.8300000429153							0																																													Campylopus introflexus (Hedw.) Brid.								Plantae				Dicranaceae	Campylopus		introflexus				(Hedw.) Brid.					
214473808												VAL	VAL_bry			PreservedSpecimen					214473808	1115-1			Aizpuru																																		1985	2	3													ES		SS			Orio Sarikola				45									43.279998779297	-2.0999999046326							0																																													Fissidens taxifolius Hedw.								Plantae				Fissidentaceae	Fissidens		taxifolius				Hedw.					
214473807												VAL	VAL_bry			PreservedSpecimen					214473807	1112-1			Aizpuru																																		1985	2	3													ES		SS			Orio Sarikola				20									43.279998779297	-2.0999999046326							0																																													Dumortiera hirsuta (Sw.) Nees								Plantae				Marchantiaceae	Dumortiera		hirsuta				(Sw.) Nees					
214473806												VAL	VAL_bry			PreservedSpecimen					214473806	111-1			Puche																																		1978	7	1													ES		TE			Sierra Palomita, abrevadero Palomita				1700									40.529998779297	-0.51999998092651							0																																													Distichium capillaceum (Hedw.) B., S. & G.								Plantae				Ditrichaceae	Distichium		capillaceum				(Hedw.) B., S. & G.					
214473805												VAL	VAL_bry			PreservedSpecimen					214473805	1108-1			Puche																																		1978	9	9													ES		TE			Cuarto Pelado				1600									40.439998626709	-0.51999998092651							0																																													Anomodon viticulosus (Hedw.) Hook. & Tayl.								Plantae				Anomodontaceae	Anomodon		viticulosus				(Hedw.) Hook. & Tayl.					
214473804												VAL	VAL_bry			PreservedSpecimen					214473804	1106-1			Ros																																		1984	9	18													ES		AB			Fuente de las Raigadas				1500									38.419998168945	-2.4700000286102							0																																													Dicranoweisia cirrata (Hedw.) Lindb.								Plantae				Dicranaceae	Dicranoweisia		cirrata				(Hedw.) Lindb.					
214473803												VAL	VAL_bry			PreservedSpecimen					214473803	1105-1			Ros																																		1985	3	16													ES		MU			Caravaca				700									38.110000610352	-0.73000001907349							0																																													Acaulon triquetrum (Spruce) C. Müll.								Plantae				Pottiaceae	Acaulon		triquetrum				(Spruce) C. Müll.					
214473802												VAL	VAL_bry			PreservedSpecimen					214473802	1104-1			Casas																																		1985	3	10													ES		MU			Sierra de Columbars				200									37.930000305176	-1.0299999713898							0																																													Grimmia pitardii Corb.								Plantae				Grimmiaceae	Grimmia		pitardii				Corb.					
214473801												VAL	VAL_bry			PreservedSpecimen					214473801	1100-1			Ros																																		1984	10	13													ES		AB			Chorros, Río Mundo				1000									38.450000762939	-2.4400000572205							0																																													Fissidens grandifrons Brid.								Plantae				Fissidentaceae	Fissidens		grandifrons				Brid.					
214473800												VAL	VAL_bry			PreservedSpecimen					214473800	1-1			Casas																																		1976	8	24													ES		GE			Cogassa													42.270000457764	2.1500000953674							0																																													Acaulon casasianum Brugués & Crum								Plantae				Pottiaceae	Acaulon		casasianum				Brugués & Crum					
214473799												VAL	VAL_bry			PreservedSpecimen					214473799	1097-1			Ros																																		1984	9	18													ES		AB			San Juan de Riopar				1100									38.490001678467	-2.4400000572205							0																																													Calliergonella cuspidata (Hedw.) Loeske								Plantae				Amblystegiaceae	Calliergonella		cuspidata				(Hedw.) Loeske					
214473798												VAL	VAL_bry			PreservedSpecimen					214473798	1096-1			A. Losada																																		1985	1	14													ES		TF			Monte Madre del Agua													28.440000534058	-16.409999847412							0																																													Grimmia laevigata (Brid.) Brid.								Plantae				Grimmiaceae	Grimmia		laevigata				(Brid.) Brid.					
214473797												VAL	VAL_bry			PreservedSpecimen					214473797	1095-1			J. M. Gonzalez																																		1983	6	1													ES		TF			Cañadas del Teide				1300									28.209999084473	-16.629999160767							0																																													Aulacomnium androgynum (Hedw.) Schwägr.								Plantae				Aulacomniaceae	Aulacomnium		androgynum				(Hedw.) Schwägr.					
214473796												VAL	VAL_bry			PreservedSpecimen					214473796	1094-1			Gonzalez																																		1984	11	21													ES		TF																28.209999084473	-16.60000038147							0																																													Amblystegium riparium (Hedw.) B., S. & G.								Plantae				Amblystegiaceae	Amblystegium		riparium				(Hedw.) B., S. & G.					
214473795												VAL	VAL_bry			PreservedSpecimen					214473795	1093-1			J. M. Gonzalez																																		1984	3	5													ES		TF			Cañadas del Teide													28.260000228882	-16.690000534058							0																																													Eucladium verticillatum (Brid.) B., S. & G.								Plantae				Pottiaceae	Eucladium		verticillatum				(Brid.) B., S. & G.					
214473794												VAL	VAL_bry			PreservedSpecimen					214473794	1091-1			A. Losada																																		1985	3	30													ES		TF			Monte Madre del Agua													28.459999084473	-16.409999847412							0																																													Eurhynchium praelongum (Hedw.) B., S. & G. var. stokesii (Turn.) Dix.								Plantae				Brachytheciaceae	Eurhynchium		praelongum	stokesii			(Turn.) Dix.					
214473793												VAL	VAL_bry			PreservedSpecimen					214473793	1087-1			A. Losada																																		1985	3	25													ES		TF			Monte del Agua													28.340000152588	-16.829999923706							0																																													Eurhynchium striatulum (Spruce) B., S. & G.								Plantae				Brachytheciaceae	Eurhynchium		striatulum				(Spruce) B., S. & G.					
214473792												VAL	VAL_bry			PreservedSpecimen					214473792	1085-1			Miguel																																		1984	10	11													ES		NA			Olaldea													42.979999542236	-1.2799999713898							0																																													Douinia avata (Dicks.) Buch.								Plantae				Scapaniaceae	Douinia		avata				(Dicks.) Buch.					
214473791												VAL	VAL_bry			PreservedSpecimen					214473791	1084-1			Miguel Edena																																		1984	10	18													ES		NA			Lizarrustri													42.900001525879	-2.1400001049042							0																																													Cinclidotus aquaticus (Hedw.) B.& S.								Plantae				Pottiaceae	Cinclidotus		aquaticus				(Hedw.) B.& S.					
214473790												VAL	VAL_bry			PreservedSpecimen					214473790	1083-1			Ederra																																		1980	11	27													ES		NA			Lauz													42.979999542236	-1.6499999761581							0																																													Fontinalis squamosa Hedw.								Plantae				Fontinalaceae	Fontinalis		squamosa				Hedw.					
