id	type	modified	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	materialSampleID	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	otherCatalogNumbers	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	fieldNumber	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	identificationQualifier	identificationVerificationStatus	typeStatus	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
214476003												VAL	VAL_bry			PreservedSpecimen					214476003	6014-1			Brugués, Cros & Lloret																																		1964	2	1													ES		GE			Santa María de Besosa, Els Bufadors				800									42.090000152588	2.1500000953674							0																																													Seligeria pusilla (Hedw.) B., S. & G.								Plantae				Seligeriaceae	Seligeria		pusilla				(Hedw.) B., S. & G.					
214476002												VAL	VAL_bry			PreservedSpecimen					214476002	6007-1			Casas																																		1993	8	1													ES		L			Tavascan, Plans de Boavi				1800									42.619998931885	1.289999961853							0																																													Schistidium papillosum Culm.								Plantae				Grimmiaceae	Schistidium		papillosum				Culm.					
214476001												VAL	VAL_bry			PreservedSpecimen					214476001	5974-1			Losada																																		1999	5	14													ES		TF			La Palma, P.N. de la Caldera de Taburiente, cerca Roque Chico				2200									28.709999084473	-17.969999313354							0																																													Syntrichia ruralis (Hedw.) F. Weber & D. Mohr.								Plantae				Pottiaceae	Syntrichia		ruralis				(Hedw.) F. Weber & D. Mohr.					
214476000												VAL	VAL_bry			PreservedSpecimen					214476000	5971-1			Losada																																		1997	4	7													ES		GC			Lanzarote, Tías, Masdache				350									28.920000076294	-13.670000076294							0																																													Tortula atrovirens (Sm.) Lindb.								Plantae				Pottiaceae	Tortula		atrovirens				(Sm.) Lindb.					
214475999												VAL	VAL_bry			PreservedSpecimen					214475999	5968-1			Guerra																																		1997	4	1													ES		MA			Alhaurín de la Torre													36.590000152588	-4.5599999427795							0																																													Tortella nitida (Lindb.) Broth.								Plantae				Pottiaceae	Tortella		nitida				(Lindb.) Broth.					
214475998												VAL	VAL_bry			PreservedSpecimen					214475998	5965-1			Cano & Ros																																		1997	4	12													ES		AL			Gérgal, Sierra de los Filabres, parte alta				1700									37.189998626709	-2.6099998950958							0																																													Tortula atrovirens (Sm.) Lindb.								Plantae				Pottiaceae	Tortula		atrovirens				(Sm.) Lindb.					
214475997												VAL	VAL_bry			PreservedSpecimen					214475997	5953-1			Patxi Heras																																		1995	10	14													ES		BI			Bermeo, Artike				140									43.389999389648	-2.7400000095367							0																																													Thuidium tamariscinum (Hedw.) B., S. & G.								Plantae				Thuidiaceae	Thuidium		tamariscinum				(Hedw.) B., S. & G.					
214475996												VAL	VAL_bry			PreservedSpecimen					214475996	543-1			Herrero Borgoñon																																		1983	4	4													ES		AB			Ossa de Montiel, Cueva de Montesinos				800									38.939998626709	-3							0																																													Syntrichia montana Nees								Plantae				Pottiaceae	Syntrichia		montana				Nees					
214475995												VAL	VAL_bry			PreservedSpecimen					214475995	541-1			Herrero Borgoñon																																		1983	4	4													ES		AB			Ossa de Montiel, Cueva de Montesinos				800									38.939998626709	-3							0																																													Weissia controversa Hedw.								Plantae				Pottiaceae	Weissia		controversa				Hedw.					
214475994												VAL	VAL_bry			PreservedSpecimen					214475994	5311-1			Almenar & Martinez																																		2000	11	29													ES		CU			Río Mariana													38.889999389648	-2.2599999904633							0																																													Tortula muralis Hedw.								Plantae				Pottiaceae	Tortula		muralis				Hedw.					
214475993												VAL	VAL_bry			PreservedSpecimen					214475993	509-1			Herrero Borgoñon																																		1982	4	1													ES		S			Astrana, Cueva del Mortero													43.169998168945	-3.6199998855591							0																																													Thamnobryum alopecurum (Hedw.) Nieuwl.								Plantae				Thamnobryaceae	Thamnobryum		alopecurum				(Hedw.) Nieuwl.					
214475992												VAL	VAL_bry			PreservedSpecimen					214475992	4600-1			Puche																																		1978	8	27													ES		TE			Cantavieja, Loma Gorda				1500									40.549999237061	-0.47999998927116							0																																													Schistidium crassipilum Blom								Plantae				Grimmiaceae	Schistidium		crassipilum				Blom					
214475991												VAL	VAL_bry			PreservedSpecimen					214475991	4599-1			Puche																																		1978	8	27													ES		TE			Cantavieja, Loma Gorda				1500									40.549999237061	-0.47999998927116							0																																													Schistidium robustum Nees Et Hornsch.								Plantae				Grimmiaceae	Schistidium		robustum				Nees Et Hornsch.					
214475990												VAL	VAL_bry			PreservedSpecimen					214475990	4306-1			Puche																																		1982	9	19													ES		TE			Cantavieja, Cuarto Pelado				1700									40.529998779297	-0.51999998092651							0																																													Syntrichia ruralis (Hedw.) F. Weber & D. Mohr.								Plantae				Pottiaceae	Syntrichia		ruralis				(Hedw.) F. Weber & D. Mohr.					
214475989												VAL	VAL_bry			PreservedSpecimen					214475989	3959-1			J. A. Roselló																																		1991	8	19													ES		PM			Cabrera, Punta Anciola													39.119998931885	2.8800001144409							0																																													Tortella nitida (Lindb.) Broth.								Plantae				Pottiaceae	Tortella		nitida				(Lindb.) Broth.					
214475988												VAL	VAL_bry			PreservedSpecimen					214475988	3957-1			J. A. Roselló																																		1991	8	19													ES		PM			Cabrera, part superior del Canal Llarg, vesant N													39.119998931885	2.8800001144409							0																																													Scorpiurium circinatum (Brid.) Fleisch. & Loeske								Plantae				Brachytheciaceae	Scorpiurium		circinatum				(Brid.) Fleisch. & Loeske					
214475987												VAL	VAL_bry			PreservedSpecimen					214475987	3956-1			J. A. Roselló																																		1991	7	19													ES		PM			Cabrera, Es Burrí																					0																																													Trichostomum crispulum Bruch								Plantae				Pottiaceae	Trichostomum		crispulum				Bruch					
214475986												VAL	VAL_bry			PreservedSpecimen					214475986	3955-1			J. A. Roselló																																		1991	8	19													ES		PM			Cabrera, part superior del Canal Llarg													39.119998931885	2.8800001144409							0																																													Trichostomum crispulum Bruch								Plantae				Pottiaceae	Trichostomum		crispulum				Bruch					
214475985												VAL	VAL_bry			PreservedSpecimen					214475985	3952-1			J. A. Roselló																																		1991	8	20													ES		PM			Cabrera, baixada platja, L'Olla													39.119998931885	2.8800001144409							0																																													Trichostomum crispulum Bruch								Plantae				Pottiaceae	Trichostomum		crispulum				Bruch					
214475984												VAL	VAL_bry			PreservedSpecimen					214475984	3896-1			Bueno, Prieto, Herrero & Loidi																																		1990	7	28													ES		BU			Puerto Estac de trueba				1100									43.119998931885	-3.7000000476837							0																																													Sphagnum flexuosum Dozy & Molk.								Plantae				Sphagnaceae	Sphagnum		flexuosum				Dozy & Molk.					
214475983												VAL	VAL_bry			PreservedSpecimen					214475983	3893-1			R. M. Simó																																		1973	3	18													ES		O			Subida al Puerto Connio													43.029998779297	-6.7199997901917							0																																													Sphagnum fimbriatum Wils.								Plantae				Sphagnaceae	Sphagnum		fimbriatum				Wils.					
214475982												VAL	VAL_bry			PreservedSpecimen					214475982	3891-1			C. Fernandez Ordoñez																																		1988	2	21													ES		O			Tríongo (Cangas de Onis)				30									43.400001525879	-5.1500000953674							0																																													Sphaerocarpos texanus Aust.								Plantae				Sphaerocarpaceae	Sphaerocarpos		texanus				Aust.					
214475981												VAL	VAL_bry			PreservedSpecimen					214475981	3879-1			J. Guerra																																		1993	8	20													ES		MA			Estepona, Reales de Genalguacil				1600									36.479999542236	-5.2300000190735							0																																													Syntrichia princeps (De Not.) Mitt.								Plantae				Pottiaceae	Syntrichia		princeps				(De Not.) Mitt.					
214475980												VAL	VAL_bry			PreservedSpecimen					214475980	3871-1			P. Heras																																		1993	4	13													ES		BU			Valle de Valdebezana, Turbera de Herbosa				850									42.970001220703	-3.9100000858307							0																																													Sphagnum cuspidatum Hoffm.								Plantae				Sphagnaceae	Sphagnum		cuspidatum				Hoffm.					
214475979												VAL	VAL_bry			PreservedSpecimen					214475979	3780-1			J. Guerra																																		1993	12	28													ES		MA			El Burgo, cercanias a El Burgo													36.759998321533	-4.9000000953674							0																																													Timmiella barbuloides (Brid.) Mönk.								Plantae				Pottiaceae	Timmiella		barbuloides				(Brid.) Mönk.					
214475978												VAL	VAL_bry			PreservedSpecimen					214475978	3776-1			J. Muñoz																																		1995	6	17													ES		P			Velilla del Río Carrión, Cárdano de Arriba, Laguna de Las Lomas				2040									43.009998321533	-4.75							0																																													Sphagnum teres (Schimp.) Ångstr.								Plantae				Sphagnaceae	Sphagnum		teres				(Schimp.) Ångstr.					
214475977												VAL	VAL_bry			PreservedSpecimen					214475977	3773-1			J. Muñoz																																		1996	4	1													ES		LU			Fonsagrada, pr. Baos, rego das Cotas				350									43.180000305176	-7.1700000762939							0																																													Thamnobryum alopecurum (Hedw.) Nieuwl.								Plantae				Thamnobryaceae	Thamnobryum		alopecurum				(Hedw.) Nieuwl.					
214475976												VAL	VAL_bry			PreservedSpecimen					214475976	3770-1			J. Muñoz																																		1996	4	4													ES		LU			Orol, pr. Moscallo				420									43.569999694824	-7.5300002098083							0																																													Sphagnum denticulatum Brid.								Plantae				Sphagnaceae	Sphagnum		denticulatum				Brid.					
214475975												VAL	VAL_bry			PreservedSpecimen					214475975	3769-1			J. Muñoz																																		1996	4	4													ES		LU			Orol, pr. Moscallo				420									43.569999694824	-7.5300002098083							0																																													Sphagnum cuspidatum Hoffm.								Plantae				Sphagnaceae	Sphagnum		cuspidatum				Hoffm.					
214475974												VAL	VAL_bry			PreservedSpecimen					214475974	3768-1			J. Muñoz																																		1996	4	4													ES		LU			Orol, pr. Moscallo				420									43.569999694824	-7.5300002098083							0																																													Sphagnum capillifolium (Ehrh.) Hedw.								Plantae				Sphagnaceae	Sphagnum		capillifolium				(Ehrh.) Hedw.					
214475973												VAL	VAL_bry			PreservedSpecimen					214475973	3767-1			J. Muñoz																																		1996	4	4													ES		LU			Orol, pr. Moscallo				420									43.569999694824	-7.5300002098083							0																																													Sphagnum papillosum Lindb.								Plantae				Sphagnaceae	Sphagnum		papillosum				Lindb.					
214475972												VAL	VAL_bry			PreservedSpecimen					214475972	3766-1			J. Muñoz																																		1995	11	4													ES		LE			Villablino, Laguna del Fontanón				1850									43.029998779297	-6.3000001907349							0																																													Sphagnum subsecundum Nees								Plantae				Sphagnaceae	Sphagnum		subsecundum				Nees					
214475971												VAL	VAL_bry			PreservedSpecimen					214475971	3765-1			J. Muñoz																																		1995	11	4													ES		LE			Villablino, Laguna del Fontanón				1850									43.029998779297	-6.3000001907349							0																																													Sphagnum russowii Warnst.								Plantae				Sphagnaceae	Sphagnum		russowii				Warnst.					
214475970												VAL	VAL_bry			PreservedSpecimen					214475970	3764-1			J. Muñoz																																		1995	11	4													ES		LE			Villablino, Laguna del Fontanón				1850									43.029998779297	-6.3000001907349							0																																													Sphagnum flexuosum Dozy & Molk.								Plantae				Sphagnaceae	Sphagnum		flexuosum				Dozy & Molk.					
214475969												VAL	VAL_bry			PreservedSpecimen					214475969	3763-1			J. Muñoz																																		1995	11	4													ES		LE			Villablino, Laguna del Fontanón				1850									43.029998779297	-6.3000001907349							0																																													Sphagnum capillifolium (Ehrh.) Hedw.								Plantae				Sphagnaceae	Sphagnum		capillifolium				(Ehrh.) Hedw.					
214475968												VAL	VAL_bry			PreservedSpecimen					214475968	3762-1			J. Muñoz																																		1996	4	4													ES		LU			Orol, pr. Moscallo				420									43.569999694824	-7.5300002098083							0																																													Sphagnum subnitens Russ. & Warnst.								Plantae				Sphagnaceae	Sphagnum		subnitens				Russ. & Warnst.					
214475967												VAL	VAL_bry			PreservedSpecimen					214475967	3757-1			C. Casas																																		1993	8	14													ES		L			La Val d'Aran, abetal				1600									42.610000610352	0.81000000238419							0																																													Schistidium papillosum Culm.								Plantae				Grimmiaceae	Schistidium		papillosum				Culm.					
214475966												VAL	VAL_bry			PreservedSpecimen					214475966	3746-1			E. Fuertes																																		1996	5	28													ES		CR			Aramillo, valle de Alcudia, ribera del Valdazogue													38.650001525879	-4.8400001525879							0																																													Triquetrella arapilensis Luis.								Plantae				Pottiaceae	Triquetrella		arapilensis				Luis.					
214475965												VAL	VAL_bry			PreservedSpecimen					214475965	3744-1			Fuertes & Munín																																		1996	7	6													ES		P			Cordillera Cantábrica, Pozo de Curavacas, Peña Prieta													42.979999542236	-4.7199997901917							0																																													Sphagnum teres (Schimp.) Ångstr.								Plantae				Sphagnaceae	Sphagnum		teres				(Schimp.) Ångstr.					
214475964												VAL	VAL_bry			PreservedSpecimen					214475964	3740-1			E. Fuertes																																		1980	7	7													ES		SO			Macizo de la Demanda, Sierra Cebollerra				1450									41.909999847412	-2.6400001049042							0																																													Sphagnum auriculatum Schimp.								Plantae				Sphagnaceae	Sphagnum		auriculatum				Schimp.					
214475963												VAL	VAL_bry			PreservedSpecimen					214475963	3739-1			Fuertes & Munín																																		1995	7	6													ES		P			Cordillera Cantábrica, Pico Cantos				1730									42.889999389648	-4.8400001525879							0																																													Sphagnum flexuosum Dozy & Molk.								Plantae				Sphagnaceae	Sphagnum		flexuosum				Dozy & Molk.					
214475962												VAL	VAL_bry			PreservedSpecimen					214475962	3702-1			Elías & Rupidera																																		1992	3	15													ES		SA			Los arapiles, cara norte del Arapil Chico				900									40.889999389648	-5.6399998664856							0																																													Triquetrella arapilensis Luis.								Plantae				Pottiaceae	Triquetrella		arapilensis				Luis.					
214475961												VAL	VAL_bry			PreservedSpecimen					214475961	3684-1			Heras																																		1987	5	31													ES		VI			Lantarón, cauce del Río Ebro				500									42.759998321533	-3.0699999332428							0																																													Scorpiurium deflexifolium (Solms) Fleisch. & Loeske								Plantae				Brachytheciaceae	Scorpiurium		deflexifolium				(Solms) Fleisch. & Loeske					
214475960												VAL	VAL_bry			PreservedSpecimen					214475960	3680-1			Infante & Heras																																		1993	4	16													ES		O			Llanes, turbera de Roñanzas				230									43.369998931885	-4.6700000762939							0																																													Sphagnum tenellum (Brid.) Perss. ex Brid.								Plantae				Sphagnaceae	Sphagnum		tenellum				(Brid.) Perss. ex Brid.					
214475959												VAL	VAL_bry			PreservedSpecimen					214475959	3675-1			E. Fuertes																																		1977	9	9													ES		AV			Sierra de Gredos, Laguna del circo de Gredos				1800									40.180000305176	-5.3499999046326							0																																													Sphagnum russowii Warnst.								Plantae				Sphagnaceae	Sphagnum		russowii				Warnst.					
214475958												VAL	VAL_bry			PreservedSpecimen					214475958	3646-1			Fernandez Ordoñez																																		1975	1	12													ES		S			El Condado (Laviana)				350									43.229999542236	-5.5900001525879							0																																													Scorpiurium deflexifolium (Solms) Fleisch. & Loeske								Plantae				Brachytheciaceae	Scorpiurium		deflexifolium				(Solms) Fleisch. & Loeske					
214475957												VAL	VAL_bry			PreservedSpecimen					214475957	3644-1			Fernandez Ordoñez																																		1975	6	29													ES		LE			Pinar de Lillo				1250									42.970001220703	-5.3299999237061							0																																													Sphagnum magellanicum Brid.								Plantae				Sphagnaceae	Sphagnum		magellanicum				Brid.					
214475956												VAL	VAL_bry			PreservedSpecimen					214475956	3640-1			Elías & Rupidera																																		1991	7	7													ES		SA			Aldeadávila de la Ribera, Salto de Aldeadávila				250									41.200000762939	-6.6900000572205							0																																													Scorpiurium circinatum (Brid.) Fleisch. & Loeske								Plantae				Brachytheciaceae	Scorpiurium		circinatum				(Brid.) Fleisch. & Loeske					
214475955												VAL	VAL_bry			PreservedSpecimen					214475955	3639-1			Rupidera & Elías																																		1991	7	7													ES		SA			Aldeadávila de la Ribera, Salto de Aldeadávila				250									41.200000762939	-6.6900000572205							0																																													Scorpiurium deflexifolium (Solms) Fleisch. & Loeske								Plantae				Brachytheciaceae	Scorpiurium		deflexifolium				(Solms) Fleisch. & Loeske					
214475954												VAL	VAL_bry			PreservedSpecimen					214475954	3638-1			Fernandez Ordoñez																																		1974	3	31													ES		S			La Encrucijada, Caleao (Caso)				600									43.169998168945	-5.4000000953674							0																																													Tetraphis pellucida Hedw.								Plantae				Tetraphidaceae	Tetraphis		pellucida				Hedw.					
214475953												VAL	VAL_bry			PreservedSpecimen					214475953	3637-1			Fernandez Ordoñez																																		1992	5	12													ES		S			Carretera de Colunga a Fitu													43.439998626709	-5.1999998092651							0																																													Sphagnum compactum Lam. & Dc.								Plantae				Sphagnaceae	Sphagnum		compactum				Lam. & Dc.					
214475952												VAL	VAL_bry			PreservedSpecimen					214475952	3636-1			Fernandez Ordoñez																																		1994	10	28													ES		S			Hoces de Fresnedo, subiendo al Puerto de Ventana				640									43.119998931885	-6.0599999427795							0																																													Thuidium abietinum (Hedw.) B. S. et G. var. hystricosum (Mitt.) Loeske								Plantae				Thuidiaceae	Thuidium		abietinum	hystricosum			(Mitt.) Loeske					
214475951												VAL	VAL_bry			PreservedSpecimen					214475951	3632-1			Fernandez Ordoñez																																		1993	7	16													ES		S			Cudillero, turbera las Dueñas				90									43.569999694824	-6.1599998474121							0																																													Sphagnum subnitens Russ. & Warnst.								Plantae				Sphagnaceae	Sphagnum		subnitens				Russ. & Warnst.					
214475950												VAL	VAL_bry			PreservedSpecimen					214475950	3631-1			Fernandez Ordoñez																																		1993	7	16													ES		S			Cudillero, turbera las Dueñas				90									43.569999694824	-6.1599998474121							0																																													Sphagnum papillosum Lindb.								Plantae				Sphagnaceae	Sphagnum		papillosum				Lindb.					
214475949												VAL	VAL_bry			PreservedSpecimen					214475949	3617-1			A. Losada																																		1992	4	3													ES		TF			La Palma, Fuencaliente, llano de los Cestos				1075									28.450000762939	-17.860000610352							0																																													Timmiella barbuloides (Brid.) Mönk.								Plantae				Pottiaceae	Timmiella		barbuloides				(Brid.) Mönk.					
214475948												VAL	VAL_bry			PreservedSpecimen					214475948	3601-1			Casas																																		1959	9	29													ES		CA			Algeciras, Chorreras de la Miel													36.029998779297	-5.5500001907349							0																																													Sematophyllum substrumulosum (Hampe) Britt.								Plantae				Sematophyllaceae	Sematophyllum		substrumulosum				(Hampe) Britt.					
214475947												VAL	VAL_bry			PreservedSpecimen					214475947	3595-1			Heras & Infante																																		1987	5	1													ES		VI			Zuya, Barranco Larreakorta (Mazizo Gorbea)				1350									43.029998779297	-2.789999961853							0																																													Sphagnum compactum Lam. & Dc.								Plantae				Sphagnaceae	Sphagnum		compactum				Lam. & Dc.					
214475946												VAL	VAL_bry			PreservedSpecimen					214475946	3349-1			Puche																																		1978	8	20													ES		TE			Sierra Palomita, Muela Mujer				1500									40.619998931885	-0.51999998092651							0																																													Thuidium abietinum (Hedw.) B., S. & G.								Plantae				Thuidiaceae	Thuidium		abietinum				(Hedw.) B., S. & G.					
214475945												VAL	VAL_bry			PreservedSpecimen					214475945	3344-1			Heras																																		1988	8	20													ES		BI			Ceánuri, Macizo del Gorbea				650									43.040000915527	-2.7200000286102							0																																													Sphagnum squarrosum Crome								Plantae				Sphagnaceae	Sphagnum		squarrosum				Crome					
214475944												VAL	VAL_bry			PreservedSpecimen					214475944	3343-1			Puche																																		1978	9	9													ES		TE			Sierra Palomita, La Rocha				1700									40.439998626709	-0.51999998092651							0																																													Syntrichia ruralis (Hedw.) F. Weber & D. Mohr.								Plantae				Pottiaceae	Syntrichia		ruralis				(Hedw.) F. Weber & D. Mohr.					
214475943												VAL	VAL_bry			PreservedSpecimen					214475943	3342-1			Reinoso & Viera																																		1994	3	1													ES		BA			Sierra del Pico, La Parra				700									38.509998321533	-6.5999999046326							0																																													Sphaerocarpos michelii Bell.								Plantae				Sphaerocarpaceae	Sphaerocarpos		michelii				Bell.					
214475942												VAL	VAL_bry			PreservedSpecimen					214475942	3341-1			Puche																																		1978	8	26													ES		TE			Sierra Palomita, La Rocha				1700									40.439998626709	-0.51999998092651							0																																													Weissia condensa (Voit.) Lindb.								Plantae				Pottiaceae	Weissia		condensa				(Voit.) Lindb.					
214475941												VAL	VAL_bry			PreservedSpecimen					214475941	3335-1			I. Alvaro																																		1989	9	15													ES		L			Vall de Pi (La Cerdanya)				1380									42.319999694824	1.75							0																																													Timmia austriaca Hedw.								Plantae				Timmiaceae	Timmia		austriaca				Hedw.					
214475940												VAL	VAL_bry			PreservedSpecimen					214475940	3331-1			Canalís																																		1983	10	20													ES		L			Viella, Vall de Molières				1630									42.630001068115	0.75999999046326							0																																													Sphagnum subnitens Russ. & Warnst.								Plantae				Sphagnaceae	Sphagnum		subnitens				Russ. & Warnst.					
214475939												VAL	VAL_bry			PreservedSpecimen					214475939	3321-1			Ros & Werner																																		1991	4	20													ES		AB			Montealegre del Castillo				800									38.819999694824	-1.2799999713898							0																																													Weissia longifolia Mitt.								Plantae				Pottiaceae	Weissia		longifolia				Mitt.					
214475938												VAL	VAL_bry			PreservedSpecimen					214475938	3320-1			Ros & Guerra																																		1990	2	1													ES		GR			Cúllar, Carretera a Baza, Km. 165				880									37.529998779297	-2.6600000858307							0																																													Tortula brevissima Schiffn.								Plantae				Pottiaceae	Tortula		brevissima				Schiffn.					
214475937												VAL	VAL_bry			PreservedSpecimen					214475937	3317-1			E. Fuertes																																		1993	6	17													ES		CR			Piedrabuena, arroyo de Valdelapedriza				680									39.020000457764	-4.2699999809265							0																																													Sphagnum palustre L.								Plantae				Sphagnaceae	Sphagnum		palustre				L.					
214475936												VAL	VAL_bry			PreservedSpecimen					214475936	3093-1			Casas																																		1977	7	9													ES		O			Leitariegos, Laguna de Arbás													42.970001220703	-6.5500001907349							0																																													Sphagnum russowii Warnst.								Plantae				Sphagnaceae	Sphagnum		russowii				Warnst.					
214475935												VAL	VAL_bry			PreservedSpecimen					214475935	303-1			Puche																																		1983	9	1													ES		TE			Sierra Palomita, Barranco del Río Palomita				1500									40.529998779297	-0.51999998092651							0																																													Seligeria calcarea (Hedw.) Br. Eur.								Plantae				Seligeriaceae	Seligeria		calcarea				(Hedw.) Br. Eur.					
214475934												VAL	VAL_bry			PreservedSpecimen					214475934	2701-1			Gimeno & Machin																																		1993	9	12													ES		GU			Chequilla													40.599998474121	-1.8300000429153							0																																													Tortula subulata Hedw. var. subinermis (B. S. G.) Wils.								Plantae				Pottiaceae	Tortula		subulata	subinermis			(B. S. G.) Wils.					
214475933												VAL	VAL_bry			PreservedSpecimen					214475933	2510-1			J. R. Franco																																		1991	5	16													ES		C			Praia de Lariño				15									42.75	-9.1099996566772							0																																													Syntrichia ruralis (Hedw.) F. Weber & D. Mohr. var. ruraliformis (Besch.) T. Durand								Plantae				Pottiaceae	Syntrichia		ruralis	ruraliformis			(Besch.) T. Durand					
214475932												VAL	VAL_bry			PreservedSpecimen					214475932	2507-1			C. Casas																																		1966	7	1													ES		HU			Benasque, La Renclusa													42.669998168945	0.63999998569489							0																																													Tortula norvegica (Web. f.) Wahlenb. ex Lindb.								Plantae				Pottiaceae	Tortula		norvegica				(Web. f.) Wahlenb. ex Lindb.					
214475931												VAL	VAL_bry			PreservedSpecimen					214475931	2506-1			C. Casas																																		1979	10	12													ES		MA			Sierra Bermeja, pinsapares los Reales Estepona													36.479999542236	-5.2300000190735							0																																													Scorpiurium sendtneri (Schimp.) Fleisch.								Plantae				Brachytheciaceae	Scorpiurium		sendtneri				(Schimp.) Fleisch.					
214475930												VAL	VAL_bry			PreservedSpecimen					214475930	2504-1			C. Casas																																		1969	8	4													ES		L			La Mata de Valencia d'Ancu				1500									42.630001068115	1.039999961853							0																																													Thuidium philibertii Limpr.								Plantae				Thuidiaceae	Thuidium		philibertii				Limpr.					
214475929												VAL	VAL_bry			PreservedSpecimen					214475929	2496-1			Fernandez Ordoñez																																		1983	12	21													ES		O			Monte Xorro				180									43.680000305176	-6.1500000953674							0																																													Sphagnum palustre L.								Plantae				Sphagnaceae	Sphagnum		palustre				L.					
214475928												VAL	VAL_bry			PreservedSpecimen					214475928	2495-1			J. Varo																																		1989	12	15													ES		GR			Puerto de la Mora				1350									37.229999542236	-3.5599999427795							0																																													Schistidium confertum (Funck) B. & S.								Plantae				Grimmiaceae	Schistidium		confertum				(Funck) B. & S.					
214475927												VAL	VAL_bry			PreservedSpecimen					214475927	2493-1			J. Varo																																		1989	12	15													ES		GR			Puerto de la Mora				1200									37.229999542236	-3.5599999427795							0																																													Tortula calcicolens W. Kramer								Plantae				Pottiaceae	Tortula		calcicolens				W. Kramer					
214475926												VAL	VAL_bry			PreservedSpecimen					214475926	2488-1			P. Heras																																		1987	8	1													ES		VI			Zambrana, Orío				520									42.650001525879	-2.8299999237061							0																																													Tortella inclinata (Hedw. f.) Limpr.								Plantae				Pottiaceae	Tortella		inclinata				(Hedw. f.) Limpr.					
214475925												VAL	VAL_bry			PreservedSpecimen					214475925	2482-1			Fernandez Ordoñez & R. M. Simó																																		1976	8	2													ES		O			Margolles, La Granda				30									43.330001831055	-5.2199997901917							0																																													Sphagnum papillosum Lindb.								Plantae				Sphagnaceae	Sphagnum		papillosum				Lindb.					
214475924												VAL	VAL_bry			PreservedSpecimen					214475924	2480-1			A. Ederra																																		1983	6	1													ES		NA			Monte Mendaur													43.159999847412	-1.710000038147							0																																													Sphagnum tenellum (Brid.) Perss. ex Brid.								Plantae				Sphagnaceae	Sphagnum		tenellum				(Brid.) Perss. ex Brid.					
214475923												VAL	VAL_bry			PreservedSpecimen					214475923	2477-1			J. Arraiza																																		1985	2	22													ES		NA			Peñas de Haya													43.279998779297	-1.789999961853							0																																													Sphagnum papillosum Lindb.								Plantae				Sphagnaceae	Sphagnum		papillosum				Lindb.					
214475922												VAL	VAL_bry			PreservedSpecimen					214475922	2475-1			A. Ederra																																		1984	7	11													ES		Le			Lumeras													0	0							0																																													Sphagnum flexuosum Dozy & Molk.								Plantae				Sphagnaceae	Sphagnum		flexuosum				Dozy & Molk.					
214475921												VAL	VAL_bry			PreservedSpecimen					214475921	2408-1			G. Mateo																																		1972	8	1													ES		S			Saja													43.069999694824	-4.3499999046326							0																																													Thuidium recognitum (Hedw.) Lindb.								Plantae				Thuidiaceae	Thuidium		recognitum				(Hedw.) Lindb.					
